Sz_each_site,c_xxs,c_zzs
0.07521166423690438,1.5683300876567743,0.274275851443047
0.05192528112132992,0.8375401296296626,0.09813081771547648
0.09846858109215156,0.527797350469202,0.011400054701541883
0.1027105955885369,0.4293661772469469,0.0021019098846038614
0.11586977285972447,0.37301186632083455,0.006649960153896577
0.11537756076721692,0.33612512890195523,0.007285702434271645
0.11170903249928435,0.30945728540614903,0.008404048962113362
0.10452791212995924,0.28788108277292607,0.009273693384541327
0.09776170847914128,0.2709940579228139,0.009866229115500514
0.09335840215662455,0.2570172020177588,0.0102657204971769
0.09245129668798241,0.245850104369135,0.010371915165294517
0.09474985543592337,0.23666784599944768,0.010357568340781267
0.09895531476720558,0.22867282261095886,0.01018755747432026
0.10330869274163659,0.2217982571402387,0.010008957639289651
0.1062398332465327,0.21489060742173094,0.009817230287543586
0.1068747391563767,0.20856838519399265,0.009664650513104143
0.10525140530379228,0.20176866933071252,0.009573424519982977
0.10220548665102507,0.19542049401970102,0.009497118015207823
0.09899434711384837,0.18881619801381017,0.009500997940088903
0.0968119546022774,0.18269070595748316,0.009481875977265268
0.09637027429147911,0.17679808990381113,0.009546597938648423
0.09768654525418571,0.1713414541112239,0.009583595077044774
0.10013424591535466,0.16654546938261372,0.009703888298852598
0.10271975905426796,0.1620418785426594,0.009820262745697353
0.10447039666354835,0.15842854623769162,0.00999399373988325
0.10478800596034434,0.1549707477923422,0.010182163752238302
0.10364364810495094,0.15240972375360032,0.010363581425045074
0.10155320755553204,0.1499494021101889,0.010554294447922103
0.09935552809828424,0.14817146316079155,0.010660345995823637
0.0978843941479862,0.14649577437483585,0.010760445788374073
0.09765956970717608,0.14509758420152785,0.010730206524427903
0.09870874686727368,0.14379635653844453,0.010690142224149789
0.10057965583871696,0.142293222345429,0.010534291621047416
0.10252953150037367,0.1408603067959294,0.010378768649629904
0.1038148403443737,0.13885907544056653,0.010171518863589378
0.103970170472176,0.13691210426948766,0.009973403501143431
0.10297343793461136,0.13430199965226142,0.009802514024362476
0.10123984089807578,0.13176345854967433,0.009636925534097358
0.09945220755207562,0.12876653162504859,0.00956155410336744
0.098295650321909,0.12587008994307214,0.009481343948754172
0.09819839598201749,0.12291223410784446,0.009523094391401275
0.09917551934397006,0.12005743556460813,0.009557268098846425
0.1008317746253153,0.11755661535890823,0.009707199258232132
0.10251946962394631,0.11512766065328636,0.009857161542039191
0.10358896080112324,0.11333524759218941,0.01007500678592203
0.10363609355021601,0.11157670811722506,0.010300286073452557
0.10265328775148985,0.11051444782583789,0.010511201440997344
0.10102836142817506,0.10946876971547015,0.010727444331063405
0.09939311778789078,0.10893367065775741,0.010840820866093736
0.09838000956318961,0.10841633710895504,0.010951767657269308
0.09838000968645283,0.10803171429334005,0.010906251809896735
0.09939312034311151,0.10766469196278758,0.010856031840352583
0.10102837388130628,0.10698972005667576,0.01065985167347434
0.10265329580466957,0.10632670431406104,0.010465442124809928
0.10363611286697491,0.10502459619029587,0.010196636137646055
0.1035889907192164,0.10373792891892525,0.00993602247859573
0.10251950940238935,0.10173193071560455,0.0097019104598762
0.10083181132195299,0.09976420916686077,0.009473533050093762
0.09917557083032308,0.09728580941585263,0.009362605941642952
0.09819845421303378,0.09487310085015584,0.009249391979903807
0.09829570783046232,0.09235963660735574,0.009305379280984707
0.09945227595167679,0.08991779838764474,0.009356809723843004
0.10123991025264936,0.08782012594013755,0.009573308750586169
0.10297350166425112,0.08577166627981025,0.009792810017812075
0.10397023613759103,0.08438130041522905,0.010110897205532569
0.10381491212489694,0.08300942565646757,0.01044003251332486
0.1025296052524769,0.08236492051274108,0.010749278702805629
0.10057972545784646,0.08172289585496953,0.011067373688868959
0.09870883007310191,0.08159672506566097,0.011232470160930676
0.09765964860636617,0.08147263966380199,0.011396897940828186
0.09788447606081865,0.08142618123107326,0.011318731018799702
0.09935561539256152,0.08138246732416748,0.011237148514346974
0.10155329207026181,0.08089482001305193,0.010915903263848576
0.10364372786079229,0.08040938636418465,0.010601829098304264
0.10478809373069671,0.07907686191973522,0.010150673392996114
0.10447049507508345,0.07776284668201808,0.009718856614596576
0.10271985689069116,0.0754962533294361,0.00931227117117433
0.10013435180607805,0.07329300152614326,0.00892237458889213
0.09768664807698792,0.07039236256590312,0.008719145899396034
0.09637037449368543,0.06760639632890675,0.008517469933126638
0.09681204159334876,0.06464731545803538,0.008612445715262911
0.0989944265002427,0.06181808786663824,0.008704114063363582
0.10220555926658362,0.05940362940745235,0.009119722788694357
0.10525148396431086,0.05708128585110171,0.009552975741353827
0.1068748266764674,0.05561611491460744,0.010214712529010652
0.10623993643631716,0.05418421307126388,0.010922363760310734
0.10330880918064442,0.05372814941236349,0.011670966216245878
0.09895543563628628,0.05327270594273474,0.012470086408351917
0.09474996889070922,0.05352804862633509,0.012874272509378705
0.09245138945827353,0.05378412877463026,0.013288360841614076
0.093358472153746,0.05409782294664188,0.013334771260443488
0.09776176079593872,0.05441352842694269,0.01337695646215874
0.10452795946289797,0.05363301599454938,0.011845117504434049
0.1117090913212479,0.05286230247063822,0.01048548956951281
0.11537764501615502,0.05088606005149245,0.010040439875604367
0.11586989333167882,0.048981700371430695,0.009612068016622698
0.10271073169669065,0.041894054761342316,0.005062715529995496
0.09846874740159653,0.03583001988967399,0.0026661300242060964
0.05192538364592229,0.034136132102817116,0.003859494579157935
0.07521182011504378,0.03252189167159072,0.00558683823340671
